timestamp,outport,inport,cache_coherence_type,flit_id,flit_type,vnet,vc,src_ni,src_router,dst_ni,dst_router,traversal_id,hop_count,current_hop,hop_percentage,enqueue_time,packet_count_decr,packet_count_incr,max_packet_count,packet_count_index,port_index,traversal_index,cache_coherence_vnet_index,vnet_vc_cc_index,target
62,4,2,4,1,1,5,17,23,7,9,9,2,3,1,0.3333333333333333,8,61,1,61,61,8,8,20,340,1
63,4,2,4,2,2,5,17,23,7,9,9,2,3,1,0.3333333333333333,9,60,2,61,120,8,32,20,340,1
64,4,2,4,3,2,5,17,23,7,9,9,2,3,1,0.3333333333333333,10,59,3,61,177,8,48,20,340,1
65,4,2,4,4,2,5,17,23,7,9,9,2,3,1,0.3333333333333333,11,58,4,61,232,8,64,20,340,1
69,4,2,4,5,3,5,17,23,7,9,9,2,3,1,0.3333333333333333,15,57,5,61,285,8,120,20,340,1
84,4,2,4,1,1,5,17,23,7,0,0,1,4,1,0.25,8,56,6,61,336,8,4,20,340,1
85,4,2,4,2,2,5,17,23,7,0,0,1,4,1,0.25,9,55,7,61,385,8,16,20,340,1
86,4,2,4,3,2,5,17,23,7,0,0,1,4,1,0.25,10,54,8,61,432,8,24,20,340,1
87,4,2,4,4,2,5,17,23,7,0,0,1,4,1,0.25,11,53,9,61,477,8,32,20,340,1
91,4,2,4,5,3,5,17,23,7,0,0,1,4,1,0.25,15,52,10,61,520,8,60,20,340,1
194,0,1,1,1,4,3,9,9,9,22,6,5,2,2,1.0,12,51,11,61,561,0,20,3,27,1
202,2,0,2,1,4,3,9,22,6,23,7,5,1,0,0.0,4,50,12,61,600,0,40,6,54,1
230,0,3,1,1,4,3,9,0,0,22,6,6,3,3,1.0,16,49,13,61,637,0,24,3,27,1
238,2,0,2,1,4,3,10,22,6,23,7,6,1,0,0.0,4,48,14,61,672,0,48,6,60,1
246,0,2,3,1,4,3,9,23,7,22,6,5,1,1,1.0,8,47,15,61,705,0,60,9,81,1
247,4,2,4,1,1,5,17,23,7,9,9,5,3,1,0.3333333333333333,9,46,16,61,736,8,20,20,340,1
248,4,2,4,2,2,5,17,23,7,9,9,5,3,1,0.3333333333333333,10,45,17,61,765,8,80,20,340,1
249,4,2,4,3,2,5,17,23,7,9,9,5,3,1,0.3333333333333333,11,44,18,61,792,8,120,20,340,1
250,4,2,4,4,2,5,17,23,7,9,9,5,3,1,0.3333333333333333,12,43,19,61,817,8,160,20,340,1
254,4,2,4,5,3,5,17,23,7,9,9,5,3,1,0.3333333333333333,16,42,20,61,840,8,300,20,340,1
282,4,2,4,1,1,5,17,23,7,0,0,6,4,1,0.25,8,41,21,61,861,8,24,20,340,1
283,4,2,4,2,2,5,17,23,7,0,0,6,4,1,0.25,9,40,22,61,880,8,96,20,340,1
284,0,2,3,1,4,3,9,23,7,22,6,6,1,1,1.0,10,39,23,61,897,0,72,9,81,1
285,4,2,4,3,2,5,17,23,7,0,0,6,4,1,0.25,11,38,24,61,912,8,144,20,340,1
286,4,2,4,4,2,5,17,23,7,0,0,6,4,1,0.25,12,37,25,61,925,8,192,20,340,1
289,4,2,4,5,3,5,17,23,7,0,0,6,4,1,0.25,15,36,26,61,936,8,360,20,340,1
350,4,2,4,1,1,5,17,23,7,9,9,7,3,1,0.3333333333333333,8,35,27,61,945,8,28,20,340,1
351,4,2,4,2,2,5,17,23,7,9,9,7,3,1,0.3333333333333333,9,34,28,61,952,8,112,20,340,1
352,4,2,4,3,2,5,17,23,7,9,9,7,3,1,0.3333333333333333,10,33,29,61,957,8,168,20,340,1
353,4,2,4,4,2,5,17,23,7,9,9,7,3,1,0.3333333333333333,11,32,30,61,960,8,224,20,340,1
357,4,2,4,5,3,5,17,23,7,9,9,7,3,1,0.3333333333333333,15,31,31,61,961,8,420,20,340,1
392,4,2,4,1,1,5,17,23,7,0,0,8,4,1,0.25,8,30,32,61,960,8,32,20,340,1
393,4,2,4,2,2,5,17,23,7,0,0,8,4,1,0.25,9,29,33,61,957,8,128,20,340,1
394,4,2,4,3,2,5,17,23,7,0,0,8,4,1,0.25,10,28,34,61,952,8,192,20,340,1
395,4,2,4,4,2,5,17,23,7,0,0,8,4,1,0.25,11,27,35,61,945,8,256,20,340,1
399,4,2,4,5,3,5,17,23,7,0,0,8,4,1,0.25,15,26,36,61,936,8,480,20,340,1
404,2,4,2,1,4,3,9,21,5,23,7,9,2,1,0.5,8,25,37,61,925,8,72,6,54,1
448,4,2,4,1,1,5,17,23,7,9,9,9,3,1,0.3333333333333333,8,24,38,61,912,8,36,20,340,1
449,4,2,4,2,2,5,17,23,7,9,9,9,3,1,0.3333333333333333,9,23,39,61,897,8,144,20,340,1
450,4,2,4,3,2,5,17,23,7,9,9,9,3,1,0.3333333333333333,10,22,40,61,880,8,216,20,340,1
451,4,2,4,4,2,5,17,23,7,9,9,9,3,1,0.3333333333333333,11,21,41,61,861,8,288,20,340,1
452,4,2,3,1,4,3,9,23,7,21,5,9,2,1,0.5,12,20,42,61,840,8,108,9,81,1
454,2,4,2,1,4,3,9,21,5,23,7,10,2,1,0.5,8,19,43,61,817,8,80,6,54,1
455,4,2,4,5,3,5,17,23,7,9,9,9,3,1,0.3333333333333333,15,18,44,61,792,8,540,20,340,1
498,4,2,3,1,4,3,9,23,7,21,5,10,2,1,0.5,8,17,45,61,765,8,120,9,81,1
499,4,2,4,1,1,5,17,23,7,0,0,10,4,1,0.25,9,16,46,61,736,8,40,20,340,1
500,4,2,4,2,2,5,17,23,7,0,0,10,4,1,0.25,10,15,47,61,705,8,160,20,340,1
501,4,2,4,3,2,5,17,23,7,0,0,10,4,1,0.25,11,14,48,61,672,8,240,20,340,1
502,4,2,4,4,2,5,17,23,7,0,0,10,4,1,0.25,12,13,49,61,637,8,320,20,340,1
506,4,2,4,5,3,5,17,23,7,0,0,10,4,1,0.25,16,12,50,61,600,8,600,20,340,1
632,4,2,4,1,1,5,17,23,7,9,9,13,3,1,0.3333333333333333,8,11,51,61,561,8,52,20,340,1
633,4,2,4,2,2,5,17,23,7,9,9,13,3,1,0.3333333333333333,9,10,52,61,520,8,208,20,340,1
634,4,2,4,3,2,5,17,23,7,9,9,13,3,1,0.3333333333333333,10,9,53,61,477,8,312,20,340,1
635,4,2,4,4,2,5,17,23,7,9,9,13,3,1,0.3333333333333333,11,8,54,61,432,8,416,20,340,1
639,4,2,4,5,3,5,17,23,7,9,9,13,3,1,0.3333333333333333,15,7,55,61,385,8,780,20,340,1
680,4,2,4,1,1,5,17,23,7,0,0,14,4,1,0.25,8,6,56,61,336,8,56,20,340,1
681,4,2,4,2,2,5,17,23,7,0,0,14,4,1,0.25,9,5,57,61,285,8,224,20,340,1
682,4,2,4,3,2,5,17,23,7,0,0,14,4,1,0.25,10,4,58,61,232,8,336,20,340,1
683,4,2,4,4,2,5,17,23,7,0,0,14,4,1,0.25,11,3,59,61,177,8,448,20,340,1
687,4,2,4,5,3,5,17,23,7,0,0,14,4,1,0.25,15,2,60,61,120,8,840,20,340,1
825,1,3,1,1,4,3,9,0,0,30,14,18,5,3,0.6,16,1,61,61,61,3,72,3,27,1
1067,2,4,2,1,4,3,9,20,4,23,7,23,3,2,0.6666666666666666,12,52,1,52,52,8,184,6,54,1
1112,4,2,3,1,4,3,9,23,7,20,4,23,3,1,0.3333333333333333,8,51,2,52,102,8,276,9,81,1
1113,4,2,4,1,1,5,17,23,7,9,9,23,3,1,0.3333333333333333,9,50,3,52,150,8,92,20,340,1
